73580.jpg,0,-0.174603,-0.198413
150202.jpg,5,-0.373016,0.468254
129608.jpg,1,0.523809,0.0
361148.jpg,7,-0.65331,0.643631
149335.jpg,2,-0.634921,-0.301587
412653.jpg,7,-0.51305,0.647539
384862.jpg,5,-0.825397,0.436508
294021.jpg,4,-0.0555556,0.777778
338622.jpg,0,-0.345168,-0.119752
88676.jpg,6,-0.176846,0.414079
282872.jpg,2,-0.769841,-0.444444
144258.jpg,1,0.555556,-0.00793651
205787.jpg,2,-0.365079,-0.142857
200583.jpg,3,-0.0677507,0.614595
278845.jpg,7,-0.41166,0.46729
399778.jpg,5,-0.746032,0.436508
89521.jpg,4,-0.179055,0.783972
349257.jpg,5,-0.711382,0.459737
10457.jpg,2,-0.692137,-0.311462
210583.jpg,3,-0.0919473,0.735579
53783.jpg,3,0.0603865,0.383885
77419.jpg,5,-0.761905,0.484127
288972.jpg,3,0.329075,0.774293
61154.jpg,1,0.510957,0.110619
217442.jpg,7,-0.266163,0.638792
389015.jpg,0,-0.00483933,0.00483933
59051.jpg,6,-0.493126,0.796971
171556.jpg,0,-0.0216057,-0.0367298
241846.jpg,7,-0.638792,0.629113
139586.jpg,1,0.79849,0.241967
206059.jpg,3,0.214286,0.833333
289662.jpg,3,-0.0352361,0.556227
61859.jpg,0,0.00793651,-0.015873
258737.jpg,5,-0.732195,0.516224
51533.jpg,0,0.0,0.0
340519.jpg,0,-0.375567,0.205499
245773.jpg,6,-0.15873,0.380952
81238.jpg,6,-0.319396,0.58072
331300.jpg,7,-0.633086,0.667492
91320.jpg,7,-0.212931,0.251645
225523.jpg,2,-0.689495,-0.232414
346248.jpg,6,-0.468254,0.666667
149560.jpg,7,-0.643631,0.633953
21031.jpg,0,-0.0238095,0.0
288144.jpg,4,-0.145978,0.68207
69229.jpg,5,-0.0919473,0.319396
70859.jpg,6,-0.18254,0.349206
363992.jpg,3,0.222222,0.404762
88458.jpg,6,-0.473202,0.801953
216221.jpg,7,-0.430701,0.498451
8123.jpg,4,-0.0967867,0.745257
95159.jpg,5,-0.745257,0.479094
167137.jpg,6,-0.388889,0.801587
281780.jpg,6,-0.666667,0.539683
368841.jpg,2,-0.865097,-0.276314
203204.jpg,3,0.0822687,0.479094
36279.jpg,2,-0.911762,-0.352174
123576.jpg,1,0.528318,0.225416
42934.jpg,7,-0.509461,0.634228
340169.jpg,0,0.0,0.00483933
411526.jpg,4,-0.103175,0.650794
59414.jpg,4,-0.106465,0.846883
377259.jpg,1,0.783972,0.125823
163756.jpg,4,-0.166667,0.65873
88689.jpg,2,-0.340752,-0.107833
1813.jpg,2,-0.777594,-0.275255
122087.jpg,1,0.694444,0.0992063
78716.jpg,2,-0.388889,-0.15873
256338.jpg,7,-0.642646,0.632111
235673.jpg,6,-0.737463,0.453013
259192.jpg,1,0.479094,0.07259
272249.jpg,5,-0.650759,0.41318
32201.jpg,3,0.324235,0.721061
266101.jpg,4,-0.10352,0.560732
86920.jpg,7,-0.387147,0.454897
368707.jpg,1,0.909795,-0.125823
307546.jpg,6,-0.319186,0.655625
269115.jpg,0,-0.136957,-0.43721
275897.jpg,3,0.309717,0.769454
275095.jpg,0,-0.352929,-0.210704
329041.jpg,5,-0.690476,0.404762
66688.jpg,0,-0.399202,0.185344
224043.jpg,2,-0.422705,-0.125086
298087.jpg,4,-0.087108,0.856562
39472.jpg,3,0.0146071,0.650015
363867.jpg,6,-0.36295,0.706543
40166.jpg,4,-0.0532327,0.929152
129056.jpg,6,-0.526759,0.711125
160980.jpg,0,-0.39507,0.231774
186313.jpg,7,-0.637379,0.658449
356847.jpg,7,-0.634921,0.642857
264853.jpg,7,-0.658149,0.658149
400701.jpg,3,0.094893,0.474465
92825.jpg,7,-0.377468,0.421022
409128.jpg,0,0.0,0.0
125179.jpg,5,-0.873016,0.436508
350909.jpg,0,0.0,0.00661376
225571.jpg,1,0.460317,0.0793651
272347.jpg,5,-0.873016,0.388889
226728.jpg,6,-0.484127,0.650794
273963.jpg,2,-0.833981,-0.408348
366604.jpg,5,-0.837205,0.406504
23095.jpg,5,-0.753968,0.444444
276855.jpg,6,-0.367789,0.643631
404973.jpg,6,-0.46324,0.811915
65573.jpg,2,-0.944444,-0.142857
92640.jpg,3,-0.222609,0.522648
367271.jpg,5,-0.873016,0.380952
231342.jpg,0,0.0776398,0.00431332
76496.jpg,2,-0.79849,-0.353271
24376.jpg,3,0.00793651,0.587302
364027.jpg,3,-0.0774293,0.832365
142775.jpg,0,0.00793651,0.00793651
317115.jpg,2,-0.626984,-0.277778
218776.jpg,2,-0.81746,-0.365079
286401.jpg,6,-0.716393,0.453013
155218.jpg,1,0.690476,0.206349
23555.jpg,5,-0.74644,0.451692
90109.jpg,7,-0.648471,0.65331
63699.jpg,0,0.0396825,-0.0396825
195837.jpg,2,-0.658149,-0.266163
432.jpg,7,-0.445485,0.455552
9613.jpg,7,-0.668984,0.668984
47630.jpg,4,-0.18254,0.587302
47341.jpg,5,-0.873016,0.412698
30927.jpg,5,-0.84127,0.333333
298490.jpg,3,0.285521,0.706543
228025.jpg,4,-0.380952,0.222222
353237.jpg,4,-0.0387147,0.94367
78658.jpg,0,-0.39507,0.142225
17667.jpg,2,-0.74644,-0.222018
185490.jpg,7,-0.492611,0.555267
176641.jpg,3,0.431943,0.890223
391140.jpg,7,-0.459737,0.658149
179306.jpg,4,-0.150019,0.764615
408173.jpg,7,-0.598601,0.638956
147987.jpg,1,0.507936,0.015873
374358.jpg,2,-0.604808,-0.275609
301516.jpg,1,0.412698,0.126984
182209.jpg,4,-0.103175,0.912698
403956.jpg,0,-0.058072,0.058072
162381.jpg,7,-0.4329,0.483238
171554.jpg,5,-0.579365,0.492063
156581.jpg,3,0.309717,0.79849
103226.jpg,5,-0.634921,0.753968
78125.jpg,4,-0.210704,0.790139
16089.jpg,6,-0.438334,0.816896
329604.jpg,7,-0.653182,0.663717
137868.jpg,6,-0.168219,0.401139
251764.jpg,2,-0.401139,-0.11646
333107.jpg,0,0.015873,0.00793651
324365.jpg,4,-0.0774293,0.788811
115766.jpg,2,-0.543478,-0.138026
249260.jpg,6,-0.421069,0.685194
83772.jpg,0,0.0258799,-0.00431332
363989.jpg,3,0.436422,0.834108
71707.jpg,7,-0.469415,0.503291
142610.jpg,7,-0.612491,0.659938
269019.jpg,5,-0.904762,0.34127
8974.jpg,1,0.648471,0.106465
321938.jpg,7,-0.508069,0.667464
253729.jpg,4,-0.15873,0.68254
335653.jpg,0,-0.01294,0.0862664
406278.jpg,3,0.146653,0.444272
200546.jpg,5,-0.779133,0.425861
329649.jpg,0,0.00967867,0.00967867
241969.jpg,5,-0.597729,0.483164
194076.jpg,3,0.166667,0.825397
327188.jpg,0,0.00862664,-0.01294
401113.jpg,7,-0.730159,0.634921
82743.jpg,5,-0.65873,0.484127
80987.jpg,3,0.0612464,0.903384
306550.jpg,4,-0.103175,0.706349
199975.jpg,1,0.516224,0.126422
8913.jpg,7,0.230159,0.388889
30747.jpg,6,-0.107833,0.250173
49359.jpg,1,0.505689,0.110619
286116.jpg,6,-0.309717,0.498451
385280.jpg,1,0.925926,0.238095
215693.jpg,5,-0.808169,0.512969
43902.jpg,3,0.401665,0.745257
21438.jpg,6,-0.774336,0.43721
48101.jpg,7,-0.619323,0.674374
165025.jpg,0,-0.0396825,-0.0714286
118085.jpg,5,-0.404762,0.714286
139257.jpg,5,-0.896825,0.412698
363887.jpg,3,0.222222,0.952381
70641.jpg,5,-0.737463,0.532027
101192.jpg,0,-0.417849,0.212867
329855.jpg,1,0.523809,-0.103175
32324.jpg,1,0.387755,-0.214563
227976.jpg,6,-0.312091,0.548676
8273.jpg,5,-0.685818,0.431332
329352.jpg,4,-0.0873016,0.97619
186377.jpg,7,-0.590399,0.701703
316873.jpg,7,-0.338753,0.372629
179540.jpg,2,-0.669882,-0.283264
357837.jpg,7,-0.406504,0.450058
324822.jpg,1,0.607691,0.27894
306218.jpg,7,-0.648471,0.65331
413358.jpg,1,0.762104,0.348675
40022.jpg,3,0.15873,0.714286
189334.jpg,2,-0.126984,-0.357143
185202.jpg,4,-0.115887,0.795407
160652.jpg,5,-0.888889,0.428571
76967.jpg,4,-0.157722,0.747559
8321.jpg,4,-0.07259,0.7259
403403.jpg,0,0.0,0.0733264
241012.jpg,0,-0.094893,-0.0474465
235426.jpg,4,-0.1843,0.831839
289942.jpg,7,-0.621576,0.626844
172756.jpg,0,-0.359911,-0.256091
384292.jpg,0,-0.0597729,0.0647539
204439.jpg,1,0.522139,0.132275
206988.jpg,1,0.701703,0.21777
256286.jpg,2,-0.901574,-0.169356
243805.jpg,1,0.522648,0.00483933
290479.jpg,6,-0.726392,0.47081
317273.jpg,2,-0.539165,-0.15528
61570.jpg,1,0.575881,0.043554
388478.jpg,4,-0.0873016,0.769841
239474.jpg,1,0.795407,-0.0737463
356961.jpg,7,-0.515873,0.674603
186968.jpg,4,-0.0873016,0.507936
381249.jpg,0,0.00783208,0.0234962
244493.jpg,0,-0.431943,-0.205436
128603.jpg,4,-0.043554,0.900116
149231.jpg,5,-0.706543,0.672667
408293.jpg,7,-0.662989,0.648471
42478.jpg,7,-0.666667,0.650794
