268363.jpg,-0.142857,0.857143
152058.jpg,-0.0737463,0.848083
17017.jpg,-0.058072,0.924313
6979.jpg,-0.550046,0.606859
131147.jpg,-0.787625,-0.237579
47180.jpg,-0.65331,0.677507
41294.jpg,-0.00753466,-0.022604
54484.jpg,-0.85335,-0.279182
76481.jpg,0.707384,-0.0646998
366006.jpg,-0.00648172,-0.0280875
72513.jpg,-0.34127,-0.230159
209930.jpg,-0.780511,0.441501
66200.jpg,0.0,-0.047619
52777.jpg,0.263758,0.855432
287427.jpg,-0.658149,0.667828
241460.jpg,-0.0193573,0.232288
117764.jpg,0.793651,0.188734
291322.jpg,-0.440379,0.469415
291429.jpg,-0.662226,0.666054
128188.jpg,-0.0555556,-0.0238095
225206.jpg,-0.568783,-0.21164
348533.jpg,-0.734956,-0.283264
241068.jpg,-0.706543,0.440379
282523.jpg,0.816031,-0.074889
317303.jpg,-0.366833,0.228405
150440.jpg,-0.833333,-0.357143
232472.jpg,0.37358,0.562861
381804.jpg,-0.134921,0.357143
283895.jpg,0.198413,0.769454
83452.jpg,-0.461525,-0.176846
30544.jpg,-0.324675,0.354878
157218.jpg,-0.634921,0.650794
406922.jpg,0.014518,0.0387147
295134.jpg,-0.388889,0.261905
154692.jpg,0.319396,0.79849
78142.jpg,-0.912698,0.396825
51610.jpg,0.480368,0.181008
106993.jpg,-0.373345,0.18315
294487.jpg,-0.636766,0.65753
411735.jpg,0.10352,0.483092
235705.jpg,-0.0714286,0.857143
207257.jpg,-0.421069,0.704333
384488.jpg,-0.142857,0.849206
374455.jpg,0.43554,0.735579
10747.jpg,-0.404762,0.809524
382918.jpg,-0.861725,-0.209205
114009.jpg,-0.101626,0.604917
34061.jpg,-0.716221,0.421022
215109.jpg,0.110619,-0.337126
202623.jpg,0.736306,-0.0550509
76225.jpg,-0.761905,0.428571
75213.jpg,-0.629745,-0.232919
65561.jpg,-0.664622,0.22641
78933.jpg,0.904956,0.14518
373676.jpg,-0.275842,0.304878
382936.jpg,0.231774,-0.373999
97828.jpg,-0.667828,0.662989
299545.jpg,-0.460317,0.849206
397704.jpg,-0.793651,0.388889
155739.jpg,-0.769841,0.436508
62091.jpg,0.459482,0.323726
182027.jpg,-0.00793651,-0.00793651
151765.jpg,-0.723473,0.45552
58409.jpg,-0.65331,0.227449
348755.jpg,0.54783,0.121155
114115.jpg,0.635431,0.038279
101330.jpg,-0.0774293,0.880759
384963.jpg,-0.492063,0.134921
60466.jpg,-0.720324,0.431332
64597.jpg,-0.014518,0.769454
396950.jpg,-0.84127,0.365079
206851.jpg,-0.187266,-0.361156
262282.jpg,-0.706543,0.445219
353671.jpg,0.01294,-0.00431332
280717.jpg,0.580895,-0.078887
26468.jpg,-0.758533,0.521492
371989.jpg,-0.0387147,0.633953
404392.jpg,0.772066,0.37358
400188.jpg,-0.454897,0.498451
44635.jpg,0.383543,0.60271
38160.jpg,-0.112146,0.301932
97337.jpg,0.031746,0.00793651
399106.jpg,-0.087108,0.43554
383806.jpg,-0.126984,-0.571429
380971.jpg,-0.730739,0.411343
3163.jpg,0.532327,0.0629113
