Total number of parameters:  8607570
Train mini-batch 1: 0.21463388 | Time: 0.81676s | Current date & Time: 2022-06-16 22:50:40
Train mini-batch 2: 0.24923831 | Time: 0.37258s | Current date & Time: 2022-06-16 22:50:40
Train mini-batch 3: 0.23472518 | Time: 0.37303s | Current date & Time: 2022-06-16 22:50:41
Train mini-batch 4: 0.23797341 | Time: 0.37255s | Current date & Time: 2022-06-16 22:50:41
Train mini-batch 5: 0.19573089 | Time: 0.37251s | Current date & Time: 2022-06-16 22:50:42
Train mini-batch 6: 0.26807949 | Time: 0.37251s | Current date & Time: 2022-06-16 22:50:42
Train mini-batch 7: 0.24399251 | Time: 0.37269s | Current date & Time: 2022-06-16 22:50:43
Train mini-batch 8: 0.18604855 | Time: 0.37245s | Current date & Time: 2022-06-16 22:50:43
Train mini-batch 9: 0.22153455 | Time: 0.37261s | Current date & Time: 2022-06-16 22:50:43
Train mini-batch 10: 0.16847458 | Time: 0.37259s | Current date & Time: 2022-06-16 22:50:44
Train mini-batch 11: 0.17549220 | Time: 0.37273s | Current date & Time: 2022-06-16 22:50:44
Train mini-batch 12: 0.21178097 | Time: 0.37237s | Current date & Time: 2022-06-16 22:50:45
Train mini-batch 13: 0.19086145 | Time: 0.37290s | Current date & Time: 2022-06-16 22:50:45
Train mini-batch 14: 0.22456865 | Time: 0.37259s | Current date & Time: 2022-06-16 22:50:46
Train mini-batch 15: 0.19037420 | Time: 0.37248s | Current date & Time: 2022-06-16 22:50:46
Train mini-batch 16: 0.23322016 | Time: 0.37265s | Current date & Time: 2022-06-16 22:50:47
Train mini-batch 17: 0.26059753 | Time: 0.37241s | Current date & Time: 2022-06-16 22:50:47
Train mini-batch 18: 0.19842309 | Time: 0.37276s | Current date & Time: 2022-06-16 22:50:48
Train mini-batch 19: 0.21111271 | Time: 0.37253s | Current date & Time: 2022-06-16 22:50:48
Train mini-batch 20: 0.15935081 | Time: 0.37265s | Current date & Time: 2022-06-16 22:50:49
Train mini-batch 21: 0.18708748 | Time: 0.37260s | Current date & Time: 2022-06-16 22:50:49
Train mini-batch 22: 0.16722423 | Time: 0.37252s | Current date & Time: 2022-06-16 22:50:49
Train mini-batch 23: 0.22337395 | Time: 0.37264s | Current date & Time: 2022-06-16 22:50:50
Train mini-batch 24: 0.27347496 | Time: 0.37269s | Current date & Time: 2022-06-16 22:50:50
Train mini-batch 25: 0.23966016 | Time: 0.37247s | Current date & Time: 2022-06-16 22:50:51
Train mini-batch 26: 0.20358473 | Time: 0.37266s | Current date & Time: 2022-06-16 22:50:51
Train mini-batch 27: 0.17132682 | Time: 0.37253s | Current date & Time: 2022-06-16 22:50:52
Train mini-batch 28: 0.15267625 | Time: 0.37243s | Current date & Time: 2022-06-16 22:50:52
Train mini-batch 29: 0.20479372 | Time: 0.37251s | Current date & Time: 2022-06-16 22:50:53
Train mini-batch 30: 0.18864422 | Time: 0.37243s | Current date & Time: 2022-06-16 22:50:53
Train mini-batch 31: 0.23014393 | Time: 0.37265s | Current date & Time: 2022-06-16 22:50:54
Train mini-batch 32: 0.24084002 | Time: 0.37251s | Current date & Time: 2022-06-16 22:50:54
Train mini-batch 33: 0.18245903 | Time: 0.37262s | Current date & Time: 2022-06-16 22:50:55
Train mini-batch 34: 0.21379650 | Time: 0.37283s | Current date & Time: 2022-06-16 22:50:55
Train mini-batch 35: 0.17900409 | Time: 0.37253s | Current date & Time: 2022-06-16 22:50:56
Train mini-batch 36: 0.23751403 | Time: 0.37248s | Current date & Time: 2022-06-16 22:50:56
Train mini-batch 37: 0.18705037 | Time: 0.37249s | Current date & Time: 2022-06-16 22:50:56
Train mini-batch 38: 0.18945391 | Time: 0.37250s | Current date & Time: 2022-06-16 22:50:57
Train mini-batch 39: 0.18855952 | Time: 0.37267s | Current date & Time: 2022-06-16 22:50:57
Train mini-batch 40: 0.24833816 | Time: 0.37287s | Current date & Time: 2022-06-16 22:50:58
Train mini-batch 41: 0.18423930 | Time: 0.37267s | Current date & Time: 2022-06-16 22:50:58
Train mini-batch 42: 0.22969913 | Time: 0.37284s | Current date & Time: 2022-06-16 22:50:59
Train mini-batch 43: 0.27240375 | Time: 0.37272s | Current date & Time: 2022-06-16 22:50:59
Train mini-batch 44: 0.18875468 | Time: 0.37294s | Current date & Time: 2022-06-16 22:51:00
Train mini-batch 45: 0.22872993 | Time: 0.37284s | Current date & Time: 2022-06-16 22:51:00
Train mini-batch 46: 0.20513894 | Time: 0.37249s | Current date & Time: 2022-06-16 22:51:01
Train mini-batch 47: 0.22095439 | Time: 0.37292s | Current date & Time: 2022-06-16 22:51:01
Train mini-batch 48: 0.20780784 | Time: 0.37247s | Current date & Time: 2022-06-16 22:51:02
Train mini-batch 49: 0.26103023 | Time: 0.37254s | Current date & Time: 2022-06-16 22:51:02
Train mini-batch 50: 0.17149271 | Time: 0.37250s | Current date & Time: 2022-06-16 22:51:02
Train mini-batch 51: 0.18220592 | Time: 0.37263s | Current date & Time: 2022-06-16 22:51:03
Train mini-batch 52: 0.19668324 | Time: 0.37249s | Current date & Time: 2022-06-16 22:51:03
Train mini-batch 53: 0.21771625 | Time: 0.37254s | Current date & Time: 2022-06-16 22:51:04
Train mini-batch 54: 0.20548519 | Time: 0.37273s | Current date & Time: 2022-06-16 22:51:04
Train mini-batch 55: 0.19978949 | Time: 0.37243s | Current date & Time: 2022-06-16 22:51:05
Train mini-batch 56: 0.22386782 | Time: 0.37265s | Current date & Time: 2022-06-16 22:51:05
Train mini-batch 57: 0.21539751 | Time: 0.37264s | Current date & Time: 2022-06-16 22:51:06
Train mini-batch 58: 0.24315190 | Time: 0.37280s | Current date & Time: 2022-06-16 22:51:06
Train mini-batch 59: 0.17390400 | Time: 0.37246s | Current date & Time: 2022-06-16 22:51:07
Train mini-batch 60: 0.23117957 | Time: 0.37285s | Current date & Time: 2022-06-16 22:51:07
Train mini-batch 61: 0.21139622 | Time: 0.37261s | Current date & Time: 2022-06-16 22:51:08
Train mini-batch 62: 0.26551604 | Time: 0.37273s | Current date & Time: 2022-06-16 22:51:08
Train mini-batch 63: 0.19640839 | Time: 0.37287s | Current date & Time: 2022-06-16 22:51:09
Train mini-batch 64: 0.21563257 | Time: 0.37274s | Current date & Time: 2022-06-16 22:51:09
Train mini-batch 65: 0.16851881 | Time: 0.37262s | Current date & Time: 2022-06-16 22:51:09
Train mini-batch 66: 0.22354496 | Time: 0.37268s | Current date & Time: 2022-06-16 22:51:10
Train mini-batch 67: 0.17539719 | Time: 0.37253s | Current date & Time: 2022-06-16 22:51:10
Train mini-batch 68: 0.12623093 | Time: 0.37272s | Current date & Time: 2022-06-16 22:51:11
Train mini-batch 69: 0.22341895 | Time: 0.37290s | Current date & Time: 2022-06-16 22:51:11
Train mini-batch 70: 0.17801356 | Time: 0.37254s | Current date & Time: 2022-06-16 22:51:12
Train mini-batch 71: 0.17454045 | Time: 0.37275s | Current date & Time: 2022-06-16 22:51:12
Train mini-batch 72: 0.19884205 | Time: 0.37290s | Current date & Time: 2022-06-16 22:51:13
Train mini-batch 73: 0.16596308 | Time: 0.37267s | Current date & Time: 2022-06-16 22:51:13
Train mini-batch 74: 0.21660331 | Time: 0.37255s | Current date & Time: 2022-06-16 22:51:14
Train mini-batch 75: 0.22211546 | Time: 0.37281s | Current date & Time: 2022-06-16 22:51:14
Train mini-batch 76: 0.16129576 | Time: 0.37255s | Current date & Time: 2022-06-16 22:51:15
Train mini-batch 77: 0.19949871 | Time: 0.37276s | Current date & Time: 2022-06-16 22:51:15
Train mini-batch 78: 0.18058668 | Time: 0.37256s | Current date & Time: 2022-06-16 22:51:16
Train mini-batch 79: 0.26967242 | Time: 0.37252s | Current date & Time: 2022-06-16 22:51:16
Train mini-batch 80: 0.21327160 | Time: 0.37259s | Current date & Time: 2022-06-16 22:51:16
Train mini-batch 81: 0.19083917 | Time: 0.37261s | Current date & Time: 2022-06-16 22:51:17
Train mini-batch 82: 0.19360295 | Time: 0.37289s | Current date & Time: 2022-06-16 22:51:17
Train mini-batch 83: 0.21084999 | Time: 0.37256s | Current date & Time: 2022-06-16 22:51:18
Train mini-batch 84: 0.23955813 | Time: 0.37260s | Current date & Time: 2022-06-16 22:51:18
Train mini-batch 85: 0.17207329 | Time: 0.37307s | Current date & Time: 2022-06-16 22:51:19
Train mini-batch 86: 0.13439167 | Time: 0.37288s | Current date & Time: 2022-06-16 22:51:19
Train mini-batch 87: 0.17708229 | Time: 0.37273s | Current date & Time: 2022-06-16 22:51:20
Train mini-batch 88: 0.16107121 | Time: 0.37258s | Current date & Time: 2022-06-16 22:51:20
Train mini-batch 89: 0.15992931 | Time: 0.37271s | Current date & Time: 2022-06-16 22:51:21
Train mini-batch 90: 0.19036731 | Time: 0.37271s | Current date & Time: 2022-06-16 22:51:21
Train mini-batch 91: 0.21419486 | Time: 0.37265s | Current date & Time: 2022-06-16 22:51:22
Train mini-batch 92: 0.24263251 | Time: 0.37264s | Current date & Time: 2022-06-16 22:51:22
Train mini-batch 93: 0.17399973 | Time: 0.37249s | Current date & Time: 2022-06-16 22:51:22
Train mini-batch 94: 0.14674687 | Time: 0.37262s | Current date & Time: 2022-06-16 22:51:23
Train mini-batch 95: 0.19517994 | Time: 0.37258s | Current date & Time: 2022-06-16 22:51:23
Train mini-batch 96: 0.18904997 | Time: 0.37263s | Current date & Time: 2022-06-16 22:51:24
Train mini-batch 97: 0.17212209 | Time: 0.37261s | Current date & Time: 2022-06-16 22:51:24
Train mini-batch 98: 0.18195888 | Time: 0.37260s | Current date & Time: 2022-06-16 22:51:25
Train mini-batch 99: 0.16604164 | Time: 0.37271s | Current date & Time: 2022-06-16 22:51:25
Train mini-batch 100: 0.25620249 | Time: 0.37285s | Current date & Time: 2022-06-16 22:51:26
Train mini-batch 101: 0.21281718 | Time: 0.37272s | Current date & Time: 2022-06-16 22:51:26
Train mini-batch 102: 0.19113925 | Time: 0.37260s | Current date & Time: 2022-06-16 22:51:27
Train mini-batch 103: 0.16808933 | Time: 0.37272s | Current date & Time: 2022-06-16 22:51:27
Train mini-batch 104: 0.18063261 | Time: 0.37270s | Current date & Time: 2022-06-16 22:51:28
Train mini-batch 105: 0.23579681 | Time: 0.37263s | Current date & Time: 2022-06-16 22:51:28
Train mini-batch 106: 0.20657580 | Time: 0.37270s | Current date & Time: 2022-06-16 22:51:29
Train mini-batch 107: 0.15378517 | Time: 0.37271s | Current date & Time: 2022-06-16 22:51:29
Train mini-batch 108: 0.24494766 | Time: 0.37295s | Current date & Time: 2022-06-16 22:51:29
Train mini-batch 109: 0.15523192 | Time: 0.37295s | Current date & Time: 2022-06-16 22:51:30
Train mini-batch 110: 0.23122826 | Time: 0.37293s | Current date & Time: 2022-06-16 22:51:30
Train mini-batch 111: 0.18029436 | Time: 0.37264s | Current date & Time: 2022-06-16 22:51:31
Train mini-batch 112: 0.20942220 | Time: 0.37269s | Current date & Time: 2022-06-16 22:51:31
Train mini-batch 113: 0.25296146 | Time: 0.37264s | Current date & Time: 2022-06-16 22:51:32
Train mini-batch 114: 0.24010140 | Time: 0.37312s | Current date & Time: 2022-06-16 22:51:32
Train mini-batch 115: 0.19721076 | Time: 0.37278s | Current date & Time: 2022-06-16 22:51:33
Train mini-batch 116: 0.15527351 | Time: 0.37292s | Current date & Time: 2022-06-16 22:51:33
Train mini-batch 117: 0.19210877 | Time: 0.37275s | Current date & Time: 2022-06-16 22:51:34
Train mini-batch 118: 0.15741628 | Time: 0.37265s | Current date & Time: 2022-06-16 22:51:34
Train mini-batch 119: 0.19715762 | Time: 0.37284s | Current date & Time: 2022-06-16 22:51:35
Train mini-batch 120: 0.21373472 | Time: 0.37291s | Current date & Time: 2022-06-16 22:51:35
Train mini-batch 121: 0.16360217 | Time: 0.37249s | Current date & Time: 2022-06-16 22:51:35
Train mini-batch 122: 0.20591709 | Time: 0.37305s | Current date & Time: 2022-06-16 22:51:36
Train mini-batch 123: 0.14384229 | Time: 0.37283s | Current date & Time: 2022-06-16 22:51:36
Train mini-batch 124: 0.20652124 | Time: 0.37253s | Current date & Time: 2022-06-16 22:51:37
Train mini-batch 125: 0.25514254 | Time: 0.37264s | Current date & Time: 2022-06-16 22:51:37
Train mini-batch 126: 0.21074310 | Time: 0.37292s | Current date & Time: 2022-06-16 22:51:38
Train mini-batch 127: 0.22230601 | Time: 0.37292s | Current date & Time: 2022-06-16 22:51:38
Train mini-batch 128: 0.18379848 | Time: 0.37275s | Current date & Time: 2022-06-16 22:51:39
Train mini-batch 129: 0.21042791 | Time: 0.37290s | Current date & Time: 2022-06-16 22:51:39
Train mini-batch 130: 0.22036226 | Time: 0.37302s | Current date & Time: 2022-06-16 22:51:40
Train mini-batch 131: 0.19790974 | Time: 0.37276s | Current date & Time: 2022-06-16 22:51:40
Train mini-batch 132: 0.17241564 | Time: 0.37289s | Current date & Time: 2022-06-16 22:51:41
Train mini-batch 133: 0.20966212 | Time: 0.37292s | Current date & Time: 2022-06-16 22:51:41
Train mini-batch 134: 0.21876660 | Time: 0.37253s | Current date & Time: 2022-06-16 22:51:42
Train mini-batch 135: 0.23337305 | Time: 0.37268s | Current date & Time: 2022-06-16 22:51:42
Train mini-batch 136: 0.24691729 | Time: 0.37299s | Current date & Time: 2022-06-16 22:51:43
Train mini-batch 137: 0.16231164 | Time: 0.37265s | Current date & Time: 2022-06-16 22:51:43
Train mini-batch 138: 0.18248132 | Time: 0.37259s | Current date & Time: 2022-06-16 22:51:43
Train mini-batch 139: 0.19582304 | Time: 0.37277s | Current date & Time: 2022-06-16 22:51:44
Train mini-batch 140: 0.14713432 | Time: 0.37266s | Current date & Time: 2022-06-16 22:51:44
Train mini-batch 141: 0.17092398 | Time: 0.37263s | Current date & Time: 2022-06-16 22:51:45
Train mini-batch 142: 0.14803173 | Time: 0.37276s | Current date & Time: 2022-06-16 22:51:45
Train mini-batch 143: 0.23557809 | Time: 0.37273s | Current date & Time: 2022-06-16 22:51:46
Train mini-batch 144: 0.18871021 | Time: 0.37287s | Current date & Time: 2022-06-16 22:51:46
Train mini-batch 145: 0.19378659 | Time: 0.37272s | Current date & Time: 2022-06-16 22:51:47
Train mini-batch 146: 0.22331715 | Time: 0.37284s | Current date & Time: 2022-06-16 22:51:47
Train mini-batch 147: 0.24347363 | Time: 0.37271s | Current date & Time: 2022-06-16 22:51:48
Train mini-batch 148: 0.18064769 | Time: 0.37302s | Current date & Time: 2022-06-16 22:51:48
Train mini-batch 149: 0.16186497 | Time: 0.37267s | Current date & Time: 2022-06-16 22:51:49
Train mini-batch 150: 0.18858042 | Time: 0.37302s | Current date & Time: 2022-06-16 22:51:49
Train mini-batch 151: 0.19160397 | Time: 0.37263s | Current date & Time: 2022-06-16 22:51:50
Train mini-batch 152: 0.17797001 | Time: 0.37303s | Current date & Time: 2022-06-16 22:51:50
Train mini-batch 153: 0.24780549 | Time: 0.37299s | Current date & Time: 2022-06-16 22:51:50
Train mini-batch 154: 0.22497876 | Time: 0.37274s | Current date & Time: 2022-06-16 22:51:51
Train mini-batch 155: 0.19530556 | Time: 0.37264s | Current date & Time: 2022-06-16 22:51:51
Train mini-batch 156: 0.23805797 | Time: 0.37286s | Current date & Time: 2022-06-16 22:51:52
Train mini-batch 157: 0.15738657 | Time: 0.37282s | Current date & Time: 2022-06-16 22:51:52
Train mini-batch 158: 0.20206261 | Time: 0.37262s | Current date & Time: 2022-06-16 22:51:53
Train mini-batch 159: 0.18918526 | Time: 0.37267s | Current date & Time: 2022-06-16 22:51:53
